DATE,TIME,WT,SC,pH,DO mg/L,DO %sat
9/16/11,0:46:00,9.6,99,7.4,8.1,71
9/16/11,1:01:00,9.4,99,7.4,8,70
9/16/11,1:16:00,9.2,99,7.4,8,70
9/16/11,1:31:00,9.1,100,7.4,8,69
9/16/11,1:46:00,8.9,100,7.4,8,69
9/16/11,2:01:00,8.8,100,7.4,7.9,68
9/16/11,2:16:00,8.6,100,7.4,7.9,68
9/16/11,2:31:00,8.5,100,7.4,7.9,68
9/16/11,2:46:00,8.3,100,7.4,7.9,68
9/16/11,3:01:00,8.2,100,7.4,7.9,67
9/16/11,3:16:00,8.1,100,7.4,7.9,67
9/16/11,3:31:00,8,100,7.4,8,67
9/16/11,3:46:00,7.8,100,7.4,8,67
9/16/11,4:01:00,7.8,100,7.4,8,67
9/16/11,4:16:00,7.6,100,7.4,8,67
9/16/11,4:31:00,7.5,100,7.4,8,67
9/16/11,4:46:00,7.4,100,7.3,8,67
9/16/11,5:01:00,7.3,100,7.3,8.1,67
9/16/11,5:16:00,7.2,100,7.3,8.1,67
9/16/11,5:31:00,7.2,100,7.3,8.1,67
9/16/11,5:46:00,7.1,100,7.3,8.1,67
9/16/11,6:01:00,7,100,7.3,8.1,67
9/16/11,6:16:00,6.9,100,7.3,8.1,67
9/16/11,6:31:00,6.8,100,7.3,8.2,67
9/16/11,6:46:00,6.8,100,7.3,8.2,67
9/16/11,7:01:00,6.7,100,7.3,8.1,66
9/16/11,7:16:00,6.6,100,7.3,8.1,66
9/16/11,7:31:00,6.6,100,7.3,8.1,66
9/16/11,7:46:00,6.5,100,7.3,8.1,66
9/16/11,8:01:00,6.5,100,7.3,8.1,66
9/16/11,8:16:00,6.5,100,7.3,8.1,66
9/16/11,8:31:00,6.5,100,7.3,8.1,66
9/16/11,8:46:00,6.5,100,7.3,8.2,66
9/16/11,9:01:00,6.5,100,7.3,8.2,67
9/16/11,9:16:00,6.6,99,7.3,8.2,67
9/16/11,9:31:00,6.8,99,7.3,8.3,68
9/16/11,9:46:00,6.9,99,7.3,8.3,69
9/16/11,10:01:00,7.2,99,7.3,8.4,70
9/16/11,10:16:00,7.4,99,7.3,8.5,71
9/16/11,10:31:00,7.8,99,7.3,8.6,72
9/16/11,10:46:00,8.1,99,7.3,8.7,74
9/16/11,11:01:00,8.4,99,7.3,8.8,75
9/16/11,11:16:00,8.7,99,7.3,8.9,77
9/16/11,11:31:00,9,99,7.3,9.1,78
9/16/11,11:46:00,9.2,99,7.3,9.2,80
9/16/11,12:01:00,9.6,98,7.3,9.3,82
9/16/11,12:16:00,9.9,98,7.3,9.4,83
9/16/11,12:31:00,10.2,98,7.4,9.6,85
9/16/11,12:46:00,10.6,98,7.4,9.7,87
9/16/11,13:01:00,10.9,97,7.4,9.8,89
9/16/11,13:16:00,11.2,97,7.4,9.9,91
9/16/11,13:31:00,11.6,97,7.4,10.1,92
9/16/11,13:46:00,11.8,97,7.4,10.2,94
9/16/11,14:01:00,12.2,96,7.4,10.3,96
9/16/11,14:16:00,12.4,96,7.4,10.4,97
9/16/11,14:31:00,12.7,96,7.4,10.5,99
9/16/11,14:46:00,13,96,7.4,10.6,101
9/16/11,15:01:00,13.2,96,7.5,10.6,101
9/16/11,15:16:00,13.5,96,7.5,10.7,102
9/16/11,15:31:00,13.7,95,7.5,10.7,103
9/16/11,15:46:00,13.9,95,7.5,10.8,104
9/16/11,16:01:00,14,95,7.5,10.8,104
9/16/11,16:16:00,14.1,95,7.5,10.8,105
9/16/11,16:31:00,14.2,95,7.5,10.7,104
9/16/11,16:46:00,14.2,95,7.5,10.7,104
9/16/11,17:01:00,14.2,95,7.5,10.7,104
9/16/11,17:16:00,14.3,95,7.6,10.6,103
9/16/11,17:31:00,14.3,95,7.6,10.5,103
9/16/11,17:46:00,14.4,95,7.6,10.5,102
9/16/11,18:01:00,14.4,95,7.6,10.4,102
9/16/11,18:16:00,14.4,95,7.6,10.3,101
9/16/11,18:31:00,14.4,96,7.6,10.2,100
9/16/11,18:46:00,14.4,96,7.6,10.2,99
9/16/11,19:01:00,14.3,96,7.6,10,98
9/16/11,19:16:00,14.3,96,7.6,9.9,97
9/16/11,19:31:00,14.2,96,7.6,9.8,95
9/16/11,19:46:00,14.1,96,7.6,9.7,94
9/16/11,20:01:00,14,96,7.6,9.5,92
9/16/11,20:16:00,13.9,97,7.5,9.4,91
9/16/11,20:31:00,13.7,97,7.5,9.3,90
9/16/11,20:46:00,13.6,97,7.5,9.2,88
9/16/11,21:01:00,13.4,97,7.5,9.1,87
9/16/11,21:16:00,13.3,98,7.5,9,86
9/16/11,21:31:00,13.1,98,7.5,8.8,84
9/16/11,21:46:00,12.9,98,7.5,8.7,83
9/16/11,22:01:00,12.8,98,7.5,8.6,81
9/16/11,22:16:00,12.6,98,7.5,8.5,80
9/16/11,22:31:00,12.4,98,7.5,8.4,78
9/16/11,22:46:00,12.2,99,7.5,8.3,77
9/16/11,23:01:00,12,99,7.5,8.2,76
9/16/11,23:16:00,11.8,99,7.4,8.1,74
9/16/11,23:31:00,11.6,99,7.4,8,73
9/16/11,23:46:00,11.4,99,7.4,7.9,72
9/17/11,0:01:00,11.2,100,7.4,7.8,71
9/17/11,0:16:00,11,100,7.4,7.7,70
9/17/11,0:31:00,10.8,100,7.4,7.7,69
9/17/11,0:46:00,10.6,100,7.4,7.6,68
9/17/11,1:01:00,10.4,100,7.4,7.6,68
9/17/11,1:16:00,10.3,100,7.4,7.6,68
9/17/11,1:31:00,10.1,100,7.4,7.6,67
9/17/11,1:46:00,9.9,100,7.4,7.5,67
9/17/11,2:01:00,9.8,100,7.4,7.5,66
9/17/11,2:16:00,9.6,100,7.4,7.6,66
9/17/11,2:31:00,9.5,101,7.3,7.6,66
9/17/11,2:46:00,9.3,101,7.3,7.6,66
9/17/11,3:01:00,9.2,101,7.3,7.6,66
9/17/11,3:16:00,9,101,7.3,7.6,66
9/17/11,3:31:00,8.9,101,7.3,7.6,66
9/17/11,3:46:00,8.8,101,7.3,7.6,66
9/17/11,4:01:00,8.7,101,7.3,7.7,66
9/17/11,4:16:00,8.6,101,7.3,7.7,66
9/17/11,4:31:00,8.5,101,7.3,7.7,66
9/17/11,4:46:00,8.4,101,7.3,7.7,66
9/17/11,5:01:00,8.2,101,7.3,7.8,66
9/17/11,5:16:00,8.2,101,7.3,7.8,66
9/17/11,5:31:00,8.1,101,7.3,7.8,66
9/17/11,5:46:00,8,101,7.3,7.8,66
9/17/11,6:01:00,7.9,101,7.3,7.8,66
9/17/11,6:16:00,7.8,101,7.3,7.8,66
9/17/11,6:31:00,7.7,101,7.3,7.9,66
9/17/11,6:46:00,7.6,101,7.3,7.9,66
9/17/11,7:01:00,7.6,101,7.3,7.9,66
9/17/11,7:16:00,7.5,101,7.3,7.9,66
9/17/11,7:31:00,7.5,101,7.3,7.9,66
9/17/11,7:46:00,7.4,100,7.3,8,66
9/17/11,8:01:00,7.4,100,7.3,8,66
9/17/11,8:16:00,7.4,100,7.3,8,67
9/17/11,8:31:00,7.3,100,7.3,8.1,67
9/17/11,8:46:00,7.4,100,7.3,8.1,67
9/17/11,9:01:00,7.4,100,7.3,8.2,68
9/17/11,9:16:00,7.5,100,7.3,8.2,68
9/17/11,9:31:00,7.6,100,7.3,8.3,69
9/17/11,9:46:00,7.8,100,7.3,8.4,70
9/17/11,10:01:00,7.9,100,7.3,8.4,71
9/17/11,10:16:00,8.2,100,7.3,8.6,73
9/17/11,10:31:00,8.6,99,7.3,8.7,74
9/17/11,10:46:00,8.9,99,7.3,8.8,76
9/17/11,11:01:00,9.2,99,7.3,8.8,77
9/17/11,11:16:00,9.5,99,7.3,8.9,78
9/17/11,11:31:00,9.8,99,7.3,9,79
9/17/11,11:46:00,10,99,7.3,9.2,81
9/17/11,12:01:00,10.2,99,7.4,9.3,83
9/17/11,12:16:00,10.2,99,7.4,9.4,84
9/17/11,12:31:00,10.4,98,7.4,9.5,85
9/17/11,12:46:00,10.5,98,7.4,9.6,86
9/17/11,13:01:00,10.7,98,7.4,9.7,88
9/17/11,13:16:00,10.9,98,7.4,9.8,88
9/17/11,13:31:00,11,98,7.4,9.9,90
9/17/11,13:46:00,11.1,98,7.4,10,91
9/17/11,14:01:00,11.2,98,7.4,10,91
9/17/11,14:16:00,11.3,97,7.5,10.1,92
9/17/11,14:31:00,11.5,97,7.5,10.2,93
9/17/11,14:46:00,11.6,97,7.5,10.2,94
9/17/11,15:01:00,11.7,97,7.5,10.3,95
9/17/11,15:16:00,11.8,97,7.5,10.3,96
9/17/11,15:31:00,11.9,97,7.5,10.4,96
9/17/11,15:46:00,11.9,97,7.5,10.3,96
9/17/11,16:01:00,12,97,7.5,10.4,96
9/17/11,16:16:00,12.1,97,7.5,10.4,97
9/17/11,16:31:00,12.2,97,7.5,10.4,97
9/17/11,16:46:00,12.2,97,7.5,10.4,97
9/17/11,17:01:00,12.3,97,7.5,10.4,97
9/17/11,17:16:00,12.3,96,7.5,10.4,97
9/17/11,17:31:00,12.4,96,7.5,10.3,96
9/17/11,17:46:00,12.4,96,7.5,10.2,96
9/17/11,18:01:00,12.3,97,7.5,10.2,96
9/17/11,18:16:00,12.3,97,7.5,10.2,95
9/17/11,18:31:00,12.4,97,7.6,10.1,94
9/17/11,18:46:00,12.3,97,7.5,10,93
9/17/11,19:01:00,12.3,97,7.5,9.9,93
9/17/11,19:16:00,12.2,97,7.5,9.8,92
9/17/11,19:31:00,12.2,97,7.5,9.7,90
9/17/11,19:46:00,12.1,97,7.5,9.6,90
9/17/11,20:01:00,12.1,97,7.5,9.5,88
9/17/11,20:16:00,12.1,97,7.5,9.4,88
9/17/11,20:31:00,12,97,7.5,9.3,87
9/17/11,20:46:00,12,97,7.5,9.2,86
9/17/11,21:01:00,11.9,97,7.5,9.2,85
9/17/11,21:16:00,11.9,97,7.5,9.1,84
9/17/11,21:31:00,11.8,98,7.5,9,83
9/17/11,21:46:00,11.8,98,7.5,8.9,82
9/17/11,22:01:00,11.7,98,7.5,8.8,81
9/17/11,22:16:00,11.6,98,7.5,8.7,80
9/17/11,22:31:00,11.6,98,7.4,8.6,79
9/17/11,22:46:00,11.5,98,7.4,8.5,78
9/17/11,23:01:00,11.4,98,7.4,8.4,77
9/17/11,23:16:00,11.3,99,7.4,8.3,76
9/17/11,23:31:00,11.3,99,7.4,8.2,75
9/17/11,23:46:00,11.2,99,7.4,8.1,74
9/18/11,0:01:00,11.1,99,7.4,8,73
9/18/11,0:16:00,11.1,99,7.4,7.9,72
9/18/11,0:31:00,11,99,7.4,7.8,71
9/18/11,0:46:00,10.9,99,7.4,7.7,70
9/18/11,1:01:00,10.9,100,7.3,7.7,69
9/18/11,1:16:00,10.8,100,7.3,7.6,69
9/18/11,1:31:00,10.8,100,7.3,7.5,68
9/18/11,1:46:00,10.7,100,7.3,7.5,68
9/18/11,2:01:00,10.7,100,7.3,7.5,67
9/18/11,2:16:00,10.6,100,7.3,7.4,66
9/18/11,2:31:00,10.5,100,7.3,7.4,66
9/18/11,2:46:00,10.5,100,7.3,7.3,66
9/18/11,3:01:00,10.4,100,7.3,7.3,66
9/18/11,3:16:00,10.4,100,7.3,7.3,65
9/18/11,3:31:00,10.3,100,7.3,7.3,65
9/18/11,3:46:00,10.3,100,7.3,7.3,65
9/18/11,4:01:00,10.3,101,7.3,7.2,65
9/18/11,4:16:00,10.2,101,7.3,7.2,64
9/18/11,4:31:00,10.2,101,7.3,7.2,64
9/18/11,4:46:00,10.2,101,7.3,7.2,64
9/18/11,5:01:00,10.1,101,7.3,7.2,64
9/18/11,5:16:00,10.1,101,7.3,7.2,64
9/18/11,5:31:00,10.1,101,7.3,7.2,64
9/18/11,5:46:00,10.1,101,7.3,7.2,64
9/18/11,6:01:00,10.1,101,7.3,7.2,64
9/18/11,6:16:00,10.1,101,7.3,7.2,64
9/18/11,6:31:00,10.1,101,7.3,7.2,64
9/18/11,6:46:00,10.1,101,7.3,7.2,64
9/18/11,7:01:00,10.1,101,7.3,7.2,64
9/18/11,7:16:00,10.1,101,7.3,7.2,64
9/18/11,7:31:00,10.1,101,7.3,7.2,64
9/18/11,7:46:00,10.1,101,7.3,7.2,64
9/18/11,8:01:00,10.1,101,7.3,7.2,64
9/18/11,8:16:00,10.2,101,7.3,7.3,65
9/18/11,8:31:00,10.2,101,7.3,7.4,66
9/18/11,8:46:00,10.3,101,7.3,7.5,67
9/18/11,9:01:00,10.3,101,7.3,7.5,67
9/18/11,9:16:00,10.4,101,7.3,7.6,68
9/18/11,9:31:00,10.4,101,7.3,7.7,69
9/18/11,9:46:00,10.5,101,7.3,7.7,69
9/18/11,10:01:00,10.6,101,7.3,7.8,70
9/18/11,10:16:00,10.7,101,7.3,7.9,71
9/18/11,10:31:00,10.8,101,7.3,8,72
9/18/11,10:46:00,10.8,101,7.3,8.1,74
9/18/11,11:01:00,11,100,7.3,8.2,75
9/18/11,11:16:00,11,100,7.3,8.4,76
9/18/11,11:31:00,11.1,100,7.3,8.5,77
9/18/11,11:46:00,11.1,100,7.3,8.5,78
9/18/11,12:01:00,11.2,100,7.4,8.6,79
9/18/11,12:16:00,11.4,100,7.4,8.8,81
9/18/11,12:31:00,11.5,100,7.4,9,82
9/18/11,12:46:00,11.6,100,7.4,9.1,84
9/18/11,13:01:00,11.8,99,7.4,9.3,86
9/18/11,13:16:00,11.9,99,7.4,9.4,87
9/18/11,13:31:00,12,99,7.4,9.6,89
9/18/11,13:46:00,12.1,99,7.4,9.6,90
9/18/11,14:01:00,12.2,99,7.4,9.8,91
9/18/11,14:16:00,12.3,99,7.5,9.9,92
9/18/11,14:31:00,12.4,99,7.5,10,94
9/18/11,14:46:00,12.5,99,7.5,10,94
9/18/11,15:01:00,12.6,98,7.5,10.1,95
9/18/11,15:16:00,12.7,98,7.5,10.1,95
9/18/11,15:31:00,12.7,98,7.5,10.2,96
9/18/11,15:46:00,12.8,98,7.5,10.2,96
9/18/11,16:01:00,12.8,98,7.5,10.2,96
9/18/11,16:16:00,12.9,98,7.5,10.2,97
9/18/11,16:31:00,13,98,7.5,10.3,98
9/18/11,16:46:00,13,98,7.5,10.2,97
9/18/11,17:01:00,13,98,7.5,10.2,97
9/18/11,17:16:00,13,98,7.5,10.2,96
9/18/11,17:31:00,13,98,7.5,10.1,96
9/18/11,17:46:00,13,98,7.5,10,95
9/18/11,18:01:00,13.1,98,7.5,9.9,94
9/18/11,18:16:00,13.1,98,7.5,9.9,94
9/18/11,18:31:00,13.1,98,7.5,9.8,93
9/18/11,18:46:00,13,98,7.5,9.7,92
9/18/11,19:01:00,13,98,7.5,9.6,91
9/18/11,19:16:00,13,98,7.5,9.4,89
9/18/11,19:31:00,13,98,7.5,9.3,89
9/18/11,19:46:00,13,98,7.5,9.2,87
9/18/11,20:01:00,12.9,98,7.5,9.1,86
9/18/11,20:16:00,12.9,98,7.5,8.9,85
9/18/11,20:31:00,12.9,98,7.5,8.8,83
9/18/11,20:46:00,12.8,99,7.4,8.7,82
9/18/11,21:01:00,12.8,99,7.4,8.5,81
9/18/11,21:16:00,12.8,99,7.4,8.4,79
9/18/11,21:31:00,12.7,99,7.4,8.2,78
9/18/11,21:46:00,12.7,99,7.4,8.1,76
9/18/11,22:01:00,12.7,99,7.3,7.9,74
9/18/11,22:16:00,12.6,100,7.3,7.7,73
9/18/11,22:31:00,12.6,100,7.3,7.6,72
9/18/11,22:46:00,12.6,100,7.3,7.5,70
9/18/11,23:01:00,12.5,100,7.3,7.4,69
9/18/11,23:16:00,12.5,100,7.3,7.2,68
9/18/11,23:31:00,12.4,100,7.3,7.1,67
9/18/11,23:46:00,12.4,101,7.2,7,66
9/19/11,0:01:00,12.4,101,7.2,6.9,65
9/19/11,0:16:00,12.3,101,7.2,6.8,64
9/19/11,0:31:00,12.3,101,7.2,6.8,63
9/19/11,0:46:00,12.3,101,7.2,6.7,62
9/19/11,1:01:00,12.3,101,7.2,6.6,62
9/19/11,1:16:00,12.2,101,7.2,6.6,61
9/19/11,1:31:00,12.2,101,7.2,6.5,61
9/19/11,1:46:00,12.2,101,7.2,6.5,60
9/19/11,2:01:00,12.2,101,7.2,6.5,60
9/19/11,2:16:00,12.2,101,7.2,6.4,60
9/19/11,2:31:00,12.1,101,7.2,6.4,60
9/19/11,2:46:00,12.1,101,7.2,6.4,60
9/19/11,3:01:00,12.1,101,7.2,6.4,59
9/19/11,3:16:00,12.1,101,7.2,6.4,60
9/19/11,3:31:00,12.1,101,7.2,6.4,59
9/19/11,3:46:00,12.1,101,7.2,6.4,59
9/19/11,4:01:00,12.1,101,7.2,6.4,60
9/19/11,4:16:00,12.1,101,7.2,6.4,60
9/19/11,4:31:00,12.1,101,7.2,6.4,60
9/19/11,4:46:00,12.1,101,7.2,6.4,60
9/19/11,5:01:00,12,101,7.2,6.5,60
9/19/11,5:16:00,12,100,7.2,6.5,60
9/19/11,5:31:00,12,100,7.2,6.5,60
9/19/11,5:46:00,12,101,7.2,6.5,60
9/19/11,6:01:00,12,100,7.2,6.5,61
9/19/11,6:16:00,12,100,7.2,6.5,61
9/19/11,6:31:00,11.9,100,7.2,6.6,61
9/19/11,6:46:00,11.9,100,7.2,6.6,61
9/19/11,7:01:00,11.9,100,7.2,6.6,61
9/19/11,7:16:00,11.9,100,7.2,6.6,61
9/19/11,7:31:00,11.9,100,7.2,6.7,62
9/19/11,7:46:00,11.9,100,7.2,6.7,62
9/19/11,8:01:00,11.9,100,7.2,6.7,62
9/19/11,8:16:00,11.9,100,7.2,6.7,62
9/19/11,8:31:00,11.8,100,7.2,6.8,63
9/19/11,8:46:00,11.8,100,7.2,6.8,63
9/19/11,9:01:00,11.9,100,7.2,6.8,63
9/19/11,9:16:00,11.9,100,7.2,6.9,64
9/19/11,9:31:00,11.9,100,7.2,7,65
9/19/11,9:46:00,11.9,100,7.2,7.1,66
9/19/11,10:01:00,12,100,7.2,7.2,67
9/19/11,10:16:00,12.1,100,7.2,7.3,68
9/19/11,10:31:00,12.4,99,7.2,7.5,70
9/19/11,10:46:00,12.6,99,7.2,7.6,71
9/19/11,11:01:00,12.8,99,7.2,7.8,73
9/19/11,11:16:00,13,99,7.2,7.9,75
9/19/11,11:31:00,13.2,99,7.2,8.1,77
9/19/11,11:46:00,13.4,99,7.3,8.2,79
9/19/11,12:01:00,13.6,99,7.3,8.4,81
9/19/11,12:16:00,13.9,99,7.3,8.5,83
9/19/11,12:31:00,14.1,99,7.3,8.7,85
9/19/11,12:46:00,14.3,99,7.3,8.9,87
9/19/11,13:01:00,14.6,99,7.3,9.1,89
9/19/11,13:16:00,14.8,98,7.3,9.2,92
9/19/11,13:31:00,15.1,98,7.3,9.4,94
9/19/11,13:46:00,15.3,98,7.3,9.6,96
9/19/11,14:01:00,15.6,98,7.3,9.7,98
9/19/11,14:16:00,15.7,98,7.3,9.9,100
9/19/11,14:31:00,15.9,98,7.4,10,101
9/19/11,14:46:00,16.1,98,7.4,10.1,102
9/19/11,15:01:00,16.3,98,7.4,10,102
9/19/11,15:16:00,16.5,98,7.4,10.2,105
9/19/11,15:31:00,16.6,97,7.4,10.3,106
9/19/11,15:46:00,16.7,97,7.4,10.3,106
9/19/11,16:01:00,16.7,97,7.4,10.4,107
9/19/11,16:16:00,16.8,97,7.5,10.4,107
9/19/11,16:31:00,16.8,97,7.5,10.3,106
9/19/11,16:46:00,16.8,97,7.5,10.3,106
9/19/11,17:01:00,16.8,97,7.5,10.2,105
9/19/11,17:16:00,16.8,97,7.5,10.2,105
9/19/11,17:31:00,16.8,97,7.5,10.1,104
9/19/11,17:46:00,16.8,97,7.5,10,103
9/19/11,18:01:00,16.7,97,7.5,9.9,102
9/19/11,18:16:00,16.7,97,7.5,9.8,101
9/19/11,18:31:00,16.6,97,7.5,9.7,100
9/19/11,18:46:00,16.5,97,7.5,9.6,98
9/19/11,19:01:00,16.4,97,7.5,9.5,97
9/19/11,19:16:00,16.3,97,7.5,9.4,96
9/19/11,19:31:00,16.2,97,7.5,9.2,94
9/19/11,19:46:00,16,97,7.5,9.1,92
9/19/11,20:01:00,15.9,97,7.5,8.9,90
9/19/11,20:16:00,15.7,97,7.5,8.8,89
9/19/11,20:31:00,15.6,97,7.5,8.7,87
9/19/11,20:46:00,15.4,97,7.5,8.6,86
9/19/11,21:01:00,15.2,98,7.4,8.4,84
9/19/11,21:16:00,15,98,7.4,8.3,82
9/19/11,21:31:00,14.8,98,7.4,8.2,81
9/19/11,21:46:00,14.6,98,7.4,8,79
9/19/11,22:01:00,14.4,98,7.4,7.9,78
9/19/11,22:16:00,14.1,98,7.4,7.8,76
9/19/11,22:31:00,13.9,98,7.4,7.7,74
9/19/11,22:46:00,13.7,98,7.4,7.6,73
9/19/11,23:01:00,13.5,99,7.4,7.5,72
9/19/11,23:16:00,13.3,99,7.3,7.4,70
9/19/11,23:31:00,13.1,99,7.3,7.3,69
9/19/11,23:46:00,12.9,99,7.3,7.2,69
9/20/11,0:01:00,12.7,99,7.3,7.2,68
9/20/11,0:16:00,12.4,99,7.3,7.2,67
9/20/11,0:31:00,12.3,99,7.3,7.1,66
9/20/11,0:46:00,12.1,99,7.3,7.1,66
9/20/11,1:01:00,11.9,99,7.3,7.1,66
9/20/11,1:16:00,11.7,99,7.3,7.1,65
9/20/11,1:31:00,11.6,100,7.3,7.1,65
9/20/11,1:46:00,11.4,100,7.3,7.1,65
9/20/11,2:01:00,11.3,100,7.3,7.1,65
9/20/11,2:16:00,11.1,100,7.3,7.1,64
9/20/11,2:31:00,11,100,7.3,7.1,64
9/20/11,2:46:00,10.9,100,7.3,7.1,64
9/20/11,3:01:00,10.8,100,7.3,7.1,64
9/20/11,3:16:00,10.7,100,7.3,7.1,64
9/20/11,3:31:00,10.6,100,7.3,7.1,64
9/20/11,3:46:00,10.5,100,7.3,7.1,64
9/20/11,4:01:00,10.4,100,7.3,7.2,64
9/20/11,4:16:00,10.3,100,7.3,7.2,64
9/20/11,4:31:00,10.2,100,7.3,7.2,64
9/20/11,4:46:00,10.1,100,7.3,7.2,64
9/20/11,5:01:00,10,100,7.3,7.2,64
9/20/11,5:16:00,9.9,100,7.3,7.2,64
9/20/11,5:31:00,9.9,100,7.3,7.2,64
9/20/11,5:46:00,9.8,100,7.3,7.2,64
9/20/11,6:01:00,9.7,100,7.3,7.2,64
9/20/11,6:16:00,9.7,100,7.3,7.3,64
9/20/11,6:31:00,9.6,100,7.3,7.3,64
9/20/11,6:46:00,9.5,100,7.3,7.3,64
9/20/11,7:01:00,9.5,100,7.3,7.3,64
9/20/11,7:16:00,9.4,100,7.3,7.3,64
9/20/11,7:31:00,9.4,100,7.3,7.4,64
9/20/11,7:46:00,9.4,99,7.3,7.4,65
9/20/11,8:01:00,9.3,99,7.3,7.4,65
9/20/11,8:16:00,9.3,99,7.3,7.5,65
9/20/11,8:31:00,9.3,99,7.3,7.5,66
9/20/11,8:46:00,9.3,99,7.3,7.6,66
9/20/11,9:01:00,9.4,99,7.3,7.7,67
9/20/11,9:16:00,9.5,99,7.3,7.8,68
9/20/11,9:31:00,9.6,99,7.3,7.8,69
9/20/11,9:46:00,9.8,99,7.3,8,70
9/20/11,10:01:00,10,99,7.3,8.1,71
9/20/11,10:16:00,10.2,99,7.3,8.2,73
9/20/11,10:31:00,10.3,99,7.3,8.3,74
9/20/11,10:46:00,10.5,98,7.3,8.5,76
9/20/11,11:01:00,10.6,98,7.3,8.6,77
9/20/11,11:16:00,10.8,98,7.3,8.7,79
9/20/11,11:31:00,10.9,98,7.4,8.9,80
9/20/11,11:46:00,11,98,7.4,9,82
9/20/11,12:01:00,11.1,98,7.4,9.1,83
9/20/11,12:16:00,11.2,98,7.4,9.2,84
9/20/11,12:31:00,11.3,98,7.4,9.3,85
9/20/11,12:46:00,11.4,98,7.4,9.5,87
9/20/11,13:01:00,11.6,98,7.4,9.6,88
9/20/11,13:16:00,11.6,97,7.4,9.6,89
9/20/11,13:31:00,11.8,97,7.4,9.7,90
9/20/11,13:46:00,12,97,7.5,9.8,91
9/20/11,14:01:00,12.3,97,7.5,9.9,93
9/20/11,14:16:00,12.5,97,7.5,10.1,94
9/20/11,14:31:00,12.6,97,7.5,10.1,95
9/20/11,14:46:00,12.6,97,7.5,10.1,95
9/20/11,15:01:00,12.8,97,7.5,10.2,96
9/20/11,15:16:00,12.9,96,7.5,10.2,97
9/20/11,15:31:00,13.1,97,7.5,10.3,98
9/20/11,15:46:00,13.2,96,7.5,10.3,98
9/20/11,16:01:00,13.2,96,7.5,10.3,98
9/20/11,16:16:00,13.3,96,7.5,10.3,98
9/20/11,16:31:00,13.5,96,7.5,10.3,98
9/20/11,16:46:00,13.6,96,7.5,10.3,99
9/20/11,17:01:00,13.7,96,7.6,10.2,98
9/20/11,17:16:00,13.7,96,7.6,10.2,98
9/20/11,17:31:00,13.8,96,7.6,10.1,98
9/20/11,17:46:00,13.8,96,7.5,10.1,97
9/20/11,18:01:00,13.8,96,7.5,10,96
9/20/11,18:16:00,13.8,96,7.5,9.9,95
9/20/11,18:31:00,13.9,96,7.5,9.8,94
9/20/11,18:46:00,13.9,96,7.5,9.6,93
9/20/11,19:01:00,13.9,96,7.5,9.5,92
9/20/11,19:16:00,13.9,96,7.5,9.4,91
9/20/11,19:31:00,13.9,96,7.5,9.3,90
9/20/11,19:46:00,13.9,96,7.5,9.2,89
9/20/11,20:01:00,13.9,96,7.5,9,87
9/20/11,20:16:00,13.8,96,7.5,8.9,86
9/20/11,20:31:00,13.8,97,7.5,8.8,85
9/20/11,20:46:00,13.7,97,7.4,8.6,83
9/20/11,21:01:00,13.7,97,7.4,8.5,82
9/20/11,21:16:00,13.7,97,7.4,8.3,80
9/20/11,21:31:00,13.6,97,7.4,8.2,78
9/20/11,21:46:00,13.5,97,7.4,8,77
9/20/11,22:01:00,13.5,98,7.4,7.8,75
9/20/11,22:16:00,13.4,98,7.4,7.7,74
9/20/11,22:31:00,13.4,98,7.3,7.6,73
9/20/11,22:46:00,13.3,98,7.3,7.5,71
9/20/11,23:01:00,13.3,98,7.3,7.3,70
9/20/11,23:16:00,13.2,98,7.3,7.2,69
9/20/11,23:31:00,13.2,99,7.3,7.1,68
9/20/11,23:46:00,13.1,99,7.3,7.1,67
9/21/11,0:01:00,13,99,7.3,7,66
9/21/11,0:16:00,13,99,7.3,6.9,66
9/21/11,0:31:00,12.9,99,7.3,6.9,65
9/21/11,0:46:00,12.8,99,7.3,6.8,64
9/21/11,1:01:00,12.7,99,7.3,6.8,64
9/21/11,1:16:00,12.6,99,7.3,6.8,64
9/21/11,1:31:00,12.5,99,7.3,6.7,63
9/21/11,1:46:00,12.5,99,7.3,6.7,63
9/21/11,2:01:00,12.4,99,7.2,6.7,62
9/21/11,2:16:00,12.3,99,7.2,6.6,62
9/21/11,2:31:00,12.2,99,7.2,6.6,62
9/21/11,2:46:00,12.2,99,7.2,6.6,62
9/21/11,3:01:00,12.1,99,7.2,6.6,62
9/21/11,3:16:00,12,99,7.2,6.6,61
9/21/11,3:31:00,11.9,99,7.2,6.6,61
9/21/11,3:46:00,11.9,99,7.2,6.6,61
9/21/11,4:01:00,11.8,99,7.2,6.6,61
9/21/11,4:16:00,11.8,99,7.2,6.6,61
9/21/11,4:31:00,11.7,99,7.2,6.6,61
9/21/11,4:46:00,11.7,99,7.2,6.6,61
9/21/11,5:01:00,11.6,99,7.2,6.6,61
9/21/11,5:16:00,11.6,99,7.2,6.7,61
9/21/11,5:31:00,11.5,99,7.2,6.7,61
9/21/11,5:46:00,11.4,99,7.2,6.7,61
9/21/11,6:01:00,11.4,99,7.2,6.7,61
9/21/11,6:16:00,11.3,99,7.2,6.7,61
9/21/11,6:31:00,11.3,99,7.2,6.7,62
9/21/11,6:46:00,11.3,99,7.2,6.7,61
